speed_x,altitude,course,courseVariation,accX,accY,accZ,roll,pitch,yaw,distanceAheadVehicle,timeOfImpactAheadVehicle,behaviour
82.64,610.24,105.46,2.9528,-0.006,0.014,-0.004,-1.578,-0.041,-0.099,-1,-1,DROWSY
82.66,610.26,105.64,3.0232,-0.049,0.021,-0.008,-1.578,-0.041,-0.102,-1,-1,DROWSY
82.68,610.28,105.82,3.0936,-0.007,0.029,0.029,-1.582,-0.046,-0.106,-1,-1,DROWSY
82.7,610.3,106,3.164,0.01,0.013,0.008,-1.584,-0.047,-0.109,-1,-1,DROWSY
82.72,610.32,106.18,3.2344,-0.048,-0.02,-0.005,-1.583,-0.049,-0.113,-1,-1,DROWSY
82.74,610.34,106.36,3.3048,-0.003,0.015,-0.004,-1.583,-0.049,-0.116,-1,-1,DROWSY
82.76,610.36,106.54,3.3752,0.038,0.015,-0.024,-1.583,-0.047,-0.118,-1,-1,DROWSY
82.78,610.38,106.72,3.4456,-0.051,-0.071,-0.003,-1.581,-0.045,-0.12,-1,-1,DROWSY
82.8,610.4,106.9,3.516,0.009,-0.034,0.001,-1.581,-0.043,-0.121,-1,-1,DROWSY
82.79,610.38,107.04,3.4808,0.024,-0.027,0.005,-1.58,-0.039,-0.122,-1,-1,DROWSY
82.78,610.36,107.18,3.4456,0.0115,-0.0225,0.0055,-1.5805,-0.0375,-0.1225,-1,-1,DROWSY
82.77,610.34,107.32,3.4104,-0.001,-0.018,0.006,-1.581,-0.036,-0.123,-1,-1,DROWSY
82.76,610.32,107.46,3.3752,-0.021,-0.011,-0.003,-1.581,-0.037,-0.126,-1,-1,DROWSY
82.75,610.3,107.6,3.34,-0.056,-0.013,0.015,-1.582,-0.035,-0.128,-1,-1,DROWSY
82.74,610.28,107.74,3.3048,0.004,-0.007,0.01,-1.582,-0.034,-0.13,-1,-1,DROWSY
82.73,610.26,107.88,3.2696,-0.005,0.033,0.024,-1.583,-0.035,-0.132,-1,-1,DROWSY
82.72,610.24,108.02,3.2344,0.002,0.025,-0.014,-1.584,-0.036,-0.134,-1,-1,DROWSY
82.71,610.22,108.16,3.1992,-0.019,-0.002,-0.029,-1.584,-0.037,-0.136,-1,-1,DROWSY
82.7,610.2,108.3,3.164,-0.001,-0.016,-0.001,-1.585,-0.036,-0.139,-1,-1,DROWSY
82.71,610.24,108.44,3.1288,0.031,0.025,0.007,-1.586,-0.038,-0.142,-1,-1,DROWSY
82.72,610.28,108.58,3.0936,0,0.0225,-0.0025,-1.583,-0.0395,-0.145,-1,-1,DROWSY
82.73,610.32,108.72,3.0584,-0.031,0.02,-0.012,-1.58,-0.041,-0.148,-1,-1,DROWSY
82.74,610.36,108.86,3.0232,-0.0265,0.013,-0.0075,-1.581,-0.0415,-0.1505,-1,-1,DROWSY
82.75,610.4,109,2.988,-0.022,0.006,-0.003,-1.582,-0.042,-0.153,-1,-1,DROWSY
82.76,610.44,109.14,2.9528,-0.004,-0.039,0.017,-1.582,-0.042,-0.154,-1,-1,DROWSY
82.77,610.48,109.28,2.9176,-0.0025,-0.0235,0.004,-1.5845,-0.041,-0.155,-1,-1,DROWSY
82.78,610.52,109.42,2.8824,-0.001,-0.008,-0.009,-1.587,-0.04,-0.156,-1,-1,DROWSY
82.79,610.56,109.56,2.8472,-0.001,-0.047,-0.007,-1.588,-0.037,-0.156,-1,-1,DROWSY
82.8,610.6,109.7,2.812,-0.005,-0.026,0.014,-1.588,-0.034,-0.157,-1,-1,DROWSY
82.9,610.63,109.84,2.812,-0.019,-0.052,0.01,-1.589,-0.032,-0.157,-1,-1,DROWSY
83,610.66,109.98,2.812,0.021,-0.03,-0.001,-1.588,-0.03,-0.158,-1,-1,DROWSY
83.1,610.69,110.12,2.812,0.032,0.012,-0.022,-1.587,-0.029,-0.158,-1,-1,DROWSY
83.2,610.72,110.26,2.812,0.0105,-0.011,-0.0055,-1.5875,-0.0275,-0.1585,-1,-1,DROWSY
83.3,610.75,110.4,2.812,-0.011,-0.034,0.011,-1.588,-0.026,-0.159,-1,-1,DROWSY
83.4,610.78,110.54,2.812,-0.024,0.017,0.026,-1.591,-0.025,-0.16,-1,-1,DROWSY
83.5,610.81,110.68,2.812,-0.063,-0.014,-0.005,-1.593,-0.026,-0.162,-1,-1,DROWSY
83.6,610.84,110.82,2.812,-0.018,0.014,-0.003,-1.592,-0.026,-0.163,-1,-1,DROWSY
83.7,610.87,110.96,2.812,0.023,0.018,0.005,-1.591,-0.026,-0.164,-1,-1,DROWSY
83.8,610.9,111.1,2.812,0.002,0.027,-0.001,-1.59,-0.025,-0.165,-1,-1,DROWSY
83.83,610.94,111.2,2.7769,-0.035,0.003,-0.009,-1.591,-0.025,-0.167,-1,-1,DROWSY
83.86,610.98,111.3,2.7418,0,0.023,0.013,-1.594,-0.026,-0.168,-1,-1,DROWSY
83.89,611.02,111.4,2.7067,-0.004,0.021,-0.014,-1.594,-0.029,-0.17,-1,-1,DROWSY
83.92,611.06,111.5,2.6716,0.021,0.01,-0.019,-1.594,-0.028,-0.171,-1,-1,DROWSY
83.95,611.1,111.6,2.6365,-0.032,-0.007,-0.014,-1.594,-0.03,-0.173,-1,-1,DROWSY
83.98,611.14,111.7,2.6014,-0.005,0.012,0.001,-1.594,-0.032,-0.174,-1,-1,DROWSY
84.01,611.18,111.8,2.5663,-0.004,0.015,-0.03,-1.594,-0.033,-0.176,-1,-1,DROWSY
84.04,611.22,111.9,2.5312,-0.036,-0.016,0.009,-1.596,-0.033,-0.177,-1,-1,DROWSY
84.07,611.26,112,2.4961,-0.022,-0.033,0.003,-1.598,-0.031,-0.177,-1,-1,DROWSY
84.1,611.3,112.1,2.461,-0.013,-0.048,-0.014,-1.598,-0.027,-0.177,-1,-1,DROWSY
84.14,611.35,112.25,2.461,-0.004,-0.052,0.004,-1.6,-0.025,-0.176,-1,-1,DROWSY
84.18,611.4,112.4,2.461,-0.001,-0.038,-0.02,-1.599,-0.022,-0.175,-1,-1,DROWSY
84.22,611.45,112.55,2.461,-0.004,-0.019,-0.007,-1.598,-0.021,-0.175,-1,-1,DROWSY
84.26,611.5,112.7,2.461,-0.028,0.026,-0.013,-1.596,-0.023,-0.177,-1,-1,DROWSY
84.3,611.55,112.85,2.461,-0.023,0.032,0.008,-1.595,-0.027,-0.179,-1,-1,DROWSY
84.34,611.6,113,2.461,0.022,0.043,-0.004,-1.595,-0.032,-0.182,-1,-1,DROWSY
84.38,611.65,113.15,2.461,-0.025,0.038,-0.013,-1.594,-0.036,-0.185,-1,-1,DROWSY
84.42,611.7,113.3,2.461,-0.009,0.056,-0.008,-1.592,-0.039,-0.187,-1,-1,DROWSY
84.46,611.75,113.45,2.461,-0.037,0.017,0,-1.592,-0.039,-0.189,-1,-1,DROWSY
84.5,611.8,113.6,2.461,0.009,0.011,-0.005,-1.592,-0.039,-0.191,-1,-1,DROWSY
84.5,611.8,113.6,2.461,-0.032,0.013,-0.012,-1.59,-0.038,-0.193,-1,-1,DROWSY
84.5,611.8,113.6,2.461,-0.008,0.014,0.006,-1.591,-0.038,-0.195,-1,-1,DROWSY
84.5,611.8,113.6,2.461,0.002,0.018,-0.005,-1.591,-0.039,-0.196,-1,-1,DROWSY
84.5,611.8,113.6,2.461,-0.047,-0.015,-0.009,-1.59,-0.039,-0.198,-1,-1,DROWSY
84.5,611.8,113.6,2.461,0.011,0.009,0.02,-1.59,-0.04,-0.2,-1,-1,DROWSY
84.5,611.8,113.6,2.461,-0.003,0.019,-0.002,-1.589,-0.041,-0.202,-1,-1,DROWSY
84.5,611.8,113.6,2.461,-0.003,0.015,-0.001,-1.588,-0.041,-0.203,-1,-1,DROWSY
84.5,611.8,113.6,2.461,0.002,0.009,0.01,-1.589,-0.041,-0.205,-1,-1,DROWSY
84.5,611.8,113.6,2.461,-0.003,-0.009,-0.016,-1.589,-0.042,-0.207,-1,-1,DROWSY
84.5,611.8,113.6,2.461,-0.001,0.028,-0.011,-1.589,-0.039,-0.208,-1,-1,DROWSY
84.59,611.86,113.91,2.5313,-0.027,0.023,-0.005,-1.59,-0.038,-0.209,-1,-1,DROWSY
84.68,611.92,114.22,2.6016,-0.031,0.001,0.007,-1.591,-0.038,-0.211,-1,-1,DROWSY
84.77,611.98,114.53,2.6719,-0.004,-0.025,0.013,-1.591,-0.039,-0.212,-1,-1,DROWSY
84.86,612.04,114.84,2.7422,-0.003,-0.01,0.003,-1.591,-0.039,-0.212,-1,-1,DROWSY
84.95,612.1,115.15,2.8125,-0.004,-0.02,0.002,-1.59,-0.039,-0.213,-1,-1,DROWSY
85.04,612.16,115.46,2.8828,0.002,0.004,-0.001,-1.589,-0.038,-0.214,-1,-1,DROWSY
85.13,612.22,115.77,2.9531,-0.001,-0.001,0.016,-1.589,-0.04,-0.215,-1,-1,DROWSY
85.22,612.28,116.08,3.0234,-0.029,0.001,-0.006,-1.591,-0.039,-0.216,-1,-1,DROWSY
85.31,612.34,116.39,3.0937,-0.008,-0.031,0,-1.591,-0.039,-0.217,-1,-1,DROWSY
85.4,612.4,116.7,3.164,0.009,-0.025,-0.006,-1.589,-0.037,-0.218,-1,-1,DROWSY
85.49,612.44,116.84,3.1288,-0.012,0.007,0.007,-1.589,-0.036,-0.218,-1,-1,DROWSY
85.58,612.48,116.98,3.0936,-0.003,-0.002,0.008,-1.59,-0.037,-0.219,-1,-1,DROWSY
85.67,612.52,117.12,3.0584,-0.028,-0.02,-0.003,-1.591,-0.039,-0.22,-1,-1,DROWSY
85.76,612.56,117.26,3.0232,-0.046,-0.007,-0.027,-1.59,-0.04,-0.221,-1,-1,DROWSY
85.85,612.6,117.4,2.988,-0.007,0.004,0.016,-1.593,-0.045,-0.222,-1,-1,DROWSY
85.94,612.64,117.54,2.9528,-0.006,-0.017,0.01,-1.592,-0.045,-0.223,-1,-1,DROWSY
86.03,612.68,117.68,2.9176,0.002,0.003,-0.013,-1.59,-0.043,-0.223,-1,-1,DROWSY
86.12,612.72,117.82,2.8824,0.03,0.006,-0.01,-1.589,-0.043,-0.224,-1,-1,DROWSY
86.21,612.76,117.96,2.8472,-0.019,0.013,0.01,-1.589,-0.044,-0.225,-1,-1,DROWSY
86.3,612.8,118.1,2.812,0.026,-0.002,0.001,-1.589,-0.044,-0.227,-1,-1,DROWSY
86.3,612.8,118.1,2.812,-0.023,0.016,-0.002,-1.588,-0.044,-0.228,-1,-1,DROWSY
86.3,612.8,118.1,2.812,-0.014,0.027,-0.006,-1.589,-0.045,-0.23,-1,-1,DROWSY
86.3,612.8,118.1,2.812,-0.01,0.006,0.008,-1.589,-0.047,-0.233,-1,-1,DROWSY
86.3,612.8,118.1,2.812,-0.017,0.016,0.008,-1.589,-0.047,-0.234,-1,-1,DROWSY
86.3,612.8,118.1,2.812,0.003,0.014,0,-1.591,-0.047,-0.236,-1,-1,DROWSY
86.3,612.8,118.1,2.812,-0.06,-0.017,0.004,-1.591,-0.047,-0.237,-1,-1,DROWSY
86.3,612.8,118.1,2.812,-0.031,-0.023,-0.005,-1.593,-0.045,-0.237,-1,-1,DROWSY
86.3,612.8,118.1,2.812,-0.014,-0.026,0.005,-1.594,-0.041,-0.237,-1,-1,DROWSY
86.3,612.8,118.1,2.812,-0.016,-0.01,0.015,-1.597,-0.037,-0.238,-1,-1,DROWSY
86.3,612.8,118.1,2.812,0.019,-0.003,0,-1.597,-0.036,-0.238,-1,-1,DROWSY
86.39,612.83,118.45,2.8472,0.031,-0.004,0.003,-1.596,-0.036,-0.238,-1,-1,DROWSY
86.48,612.86,118.8,2.8824,-0.027,-0.015,-0.019,-1.594,-0.038,-0.239,-1,-1,DROWSY
86.57,612.89,119.15,2.9176,-0.054,-0.018,-0.003,-1.593,-0.04,-0.24,-1,-1,DROWSY
86.66,612.92,119.5,2.9528,0.007,0.045,-0.023,-1.593,-0.041,-0.242,-1,-1,DROWSY
86.75,612.95,119.85,2.988,-0.015,0.031,-0.011,-1.593,-0.04,-0.243,-1,-1,DROWSY
86.84,612.98,120.2,3.0232,-0.01,0.006,0.007,-1.593,-0.041,-0.244,-1,-1,DROWSY
86.93,613.01,120.55,3.0584,-0.001,0.011,0.014,-1.593,-0.041,-0.246,-1,-1,DROWSY
87.02,613.04,120.9,3.0936,-0.014,0.018,0.006,-1.594,-0.044,-0.248,-1,-1,DROWSY
87.11,613.07,121.25,3.1288,-0.008,0.037,0.016,-1.594,-0.045,-0.25,-1,-1,DROWSY
87.2,613.1,121.6,3.164,-0.021,0.032,-0.011,-1.594,-0.045,-0.252,-1,-1,DROWSY
87.2,613.1,121.6,3.1992,0.021,0.039,-0.012,-1.594,-0.045,-0.253,-1,-1,DROWSY
87.2,613.1,121.6,3.2344,-0.002,0.016,-0.003,-1.594,-0.044,-0.255,-1,-1,DROWSY
87.2,613.1,121.6,3.2696,-0.038,0.041,0,-1.596,-0.043,-0.257,-1,-1,DROWSY
87.2,613.1,121.6,3.3048,0.019,-0.02,-0.002,-1.595,-0.044,-0.258,-1,-1,DROWSY
87.2,613.1,121.6,3.34,-0.026,0.02,-0.01,-1.595,-0.041,-0.259,-1,-1,DROWSY
87.2,613.1,121.6,3.3752,0.008,-0.018,0.008,-1.596,-0.04,-0.259,-1,-1,DROWSY
87.2,613.1,121.6,3.4104,0,0.014,0.003,-1.596,-0.042,-0.26,-1,-1,DROWSY
87.2,613.1,121.6,3.4456,0,-0.039,-0.003,-1.595,-0.042,-0.261,-1,-1,DROWSY
87.2,613.1,121.6,3.4808,-0.035,-0.029,-0.02,-1.595,-0.044,-0.261,-1,-1,DROWSY
87.2,613.1,121.6,3.516,-0.012,-0.027,0.024,-1.596,-0.045,-0.261,-1,-1,DROWSY
87.29,613.18,121.92,3.4808,-0.018,-0.004,0.006,-1.595,-0.045,-0.261,-1,-1,DROWSY
87.38,613.26,122.24,3.4456,-0.007,-0.015,-0.011,-1.592,-0.042,-0.262,-1,-1,DROWSY
87.47,613.34,122.56,3.4104,-0.01,0.03,0.014,-1.59,-0.039,-0.262,-1,-1,DROWSY
87.56,613.42,122.88,3.3752,-0.009,-0.007,-0.011,-1.59,-0.038,-0.261,-1,-1,DROWSY
87.65,613.5,123.2,3.34,0.011,-0.016,0,-1.59,-0.036,-0.261,-1,-1,DROWSY
87.74,613.58,123.52,3.3048,-0.006,-0.026,-0.012,-1.59,-0.034,-0.26,-1,-1,DROWSY
87.83,613.66,123.84,3.2696,-0.021,-0.024,-0.014,-1.591,-0.033,-0.26,-1,-1,DROWSY
87.92,613.74,124.16,3.2344,-0.02,-0.014,-0.005,-1.589,-0.031,-0.26,-1,-1,DROWSY
88.01,613.82,124.48,3.1992,0.005,0.005,0.009,-1.589,-0.03,-0.26,-1,-1,DROWSY
88.1,613.9,124.8,3.164,-0.021,0.008,-0.012,-1.59,-0.03,-0.26,-1,-1,DROWSY
88.08,614,124.94,3.0937,-0.015,0.006,-0.01,-1.588,-0.028,-0.26,-1,-1,DROWSY
88.06,614.1,125.08,3.0234,-0.028,0.013,0.015,-1.588,-0.026,-0.261,-1,-1,DROWSY
88.04,614.2,125.22,2.9531,0.017,0.02,0.011,-1.589,-0.029,-0.261,-1,-1,DROWSY
88.02,614.3,125.36,2.8828,0.027,-0.006,-0.005,-1.587,-0.029,-0.261,-1,-1,DROWSY
88,614.4,125.5,2.8125,0.004,0,-0.01,-1.586,-0.031,-0.262,-1,-1,DROWSY
87.98,614.5,125.64,2.7422,-0.013,0.021,0.01,-1.586,-0.03,-0.263,-1,-1,DROWSY
87.96,614.6,125.78,2.6719,-0.018,0.023,0.007,-1.585,-0.031,-0.264,-1,-1,DROWSY
87.94,614.7,125.92,2.6016,-0.024,0.026,-0.014,-1.583,-0.034,-0.265,-1,-1,DROWSY
87.92,614.8,126.06,2.5313,-0.027,0.015,0.005,-1.584,-0.035,-0.266,-1,-1,DROWSY
87.9,614.9,126.2,2.461,0.023,0.015,0.012,-1.585,-0.038,-0.268,-1,-1,DROWSY
87.97,614.9,126.38,2.5313,0.023,0.015,0.012,-1.585,-0.038,-0.268,-1,-1,DROWSY
88.04,614.9,126.56,2.6016,0.021,0.029,-0.005,-1.585,-0.039,-0.269,-1,-1,DROWSY
88.11,614.9,126.74,2.6719,-0.044,0.012,-0.016,-1.584,-0.041,-0.27,-1,-1,DROWSY
88.18,614.9,126.92,2.7422,-0.017,0.011,0.014,-1.585,-0.042,-0.271,-1,-1,DROWSY
88.25,614.9,127.1,2.8125,0.004,0.008,-0.003,-1.584,-0.043,-0.272,-1,-1,DROWSY
88.32,614.9,127.28,2.8828,0.021,0.024,-0.004,-1.584,-0.045,-0.272,-1,-1,DROWSY
88.39,614.9,127.46,2.9531,-0.006,0,-0.006,-1.585,-0.047,-0.273,-1,-1,DROWSY
88.46,614.9,127.64,3.0234,-0.04,0.025,-0.005,-1.587,-0.047,-0.274,-1,-1,DROWSY
88.53,614.9,127.82,3.0937,-0.025,-0.021,0.019,-1.59,-0.048,-0.275,-1,-1,DROWSY
88.6,614.9,128,3.164,-0.016,0.005,-0.024,-1.592,-0.047,-0.276,-1,-1,DROWSY
88.49,614.92,128.14,3.164,-0.016,0.0015,-0.0095,-1.5915,-0.0465,-0.276,-1,-1,DROWSY
88.38,614.94,128.28,3.164,-0.016,-0.002,0.005,-1.591,-0.046,-0.276,-1,-1,DROWSY
88.27,614.96,128.42,3.164,0.009,0.005,0.007,-1.591,-0.045,-0.277,-1,-1,DROWSY
88.16,614.98,128.56,3.164,0,-0.012,-0.033,-1.591,-0.045,-0.277,-1,-1,DROWSY
88.05,615,128.7,3.164,-0.014,0.011,0.001,-1.59,-0.045,-0.277,-1,-1,DROWSY
87.94,615.02,128.84,3.164,-0.034,0.013,-0.019,-1.589,-0.046,-0.278,-1,-1,DROWSY
87.83,615.04,128.98,3.164,-0.005,-0.016,0.017,-1.589,-0.046,-0.279,-1,-1,DROWSY
87.72,615.06,129.12,3.164,-0.003,-0.01,0.001,-1.589,-0.046,-0.279,-1,-1,DROWSY
87.61,615.08,129.26,3.164,-0.016,-0.019,0.006,-1.588,-0.045,-0.28,-1,-1,DROWSY
87.5,615.1,129.4,3.164,-0.012,-0.004,-0.01,-1.587,-0.047,-0.28,-1,-1,DROWSY
87.66,615.12,129.54,3.1288,-0.032,-0.038,0.007,-1.587,-0.046,-0.28,-1,-1,DROWSY
87.82,615.14,129.68,3.0936,-0.02,-0.003,-0.006,-1.587,-0.045,-0.281,-1,-1,DROWSY
87.98,615.16,129.82,3.0584,-0.006,-0.038,0,-1.588,-0.045,-0.281,-1,-1,DROWSY
88.14,615.18,129.96,3.0232,0.005,0.013,-0.007,-1.589,-0.043,-0.281,-1,-1,DROWSY
88.3,615.2,130.1,2.988,-0.005,-0.011,-0.006,-1.588,-0.044,-0.281,-1,-1,DROWSY
88.46,615.22,130.24,2.9528,-0.028,0.022,0,-1.589,-0.043,-0.281,-1,-1,DROWSY
88.62,615.24,130.38,2.9176,-0.026,-0.006,0.024,-1.591,-0.043,-0.282,-1,-1,DROWSY
88.78,615.26,130.52,2.8824,-0.035,0.031,0.008,-1.593,-0.045,-0.284,-1,-1,DROWSY
88.94,615.28,130.66,2.8472,-0.012,0.015,-0.01,-1.592,-0.047,-0.284,-1,-1,DROWSY
89.1,615.3,130.8,2.812,-0.023,-0.026,0.003,-1.592,-0.044,-0.284,-1,-1,DROWSY
89.1,615.35,130.94,2.812,-0.014,0.001,0.01,-1.59,-0.044,-0.285,-1,-1,DROWSY
89.1,615.4,131.08,2.812,0.001,-0.005,0.006,-1.592,-0.043,-0.285,-1,-1,DROWSY
89.1,615.45,131.22,2.812,-0.012,-0.02,-0.014,-1.591,-0.044,-0.285,-1,-1,DROWSY
89.1,615.5,131.36,2.812,-0.023,-0.009,-0.005,-1.593,-0.043,-0.285,-1,-1,DROWSY
89.1,615.55,131.5,2.812,-0.036,-0.003,0.003,-1.594,-0.045,-0.286,-1,-1,DROWSY
89.1,615.6,131.64,2.812,-0.011,-0.006,-0.004,-1.595,-0.048,-0.286,-1,-1,DROWSY
89.1,615.65,131.78,2.812,0.027,0,0.008,-1.594,-0.047,-0.286,-1,-1,DROWSY
89.1,615.7,131.92,2.812,-0.012,0.006,0.006,-1.592,-0.048,-0.287,-1,-1,DROWSY
89.1,615.75,132.06,2.812,0,-0.005,0.012,-1.593,-0.049,-0.288,-1,-1,DROWSY
89.1,615.8,132.2,2.812,-0.003,0.008,-0.003,-1.593,-0.051,-0.288,-1,-1,DROWSY
89.2,615.87,132.34,2.812,-0.031,-0.023,-0.001,-1.593,-0.05,-0.289,-1,-1,DROWSY
89.3,615.94,132.48,2.812,-0.007,-0.009,0.003,-1.595,-0.049,-0.288,-1,-1,DROWSY
89.4,616.01,132.62,2.812,-0.008,-0.01,-0.001,-1.593,-0.05,-0.287,-1,-1,DROWSY
89.5,616.08,132.76,2.812,0.02,-0.04,0.001,-1.591,-0.049,-0.286,-1,-1,DROWSY
89.6,616.15,132.9,2.812,-0.024,-0.022,-0.011,-1.589,-0.046,-0.286,-1,-1,DROWSY
89.7,616.22,133.04,2.812,-0.011,-0.021,0.011,-1.59,-0.045,-0.285,-1,-1,DROWSY
89.8,616.29,133.18,2.812,-0.006,-0.039,0.019,-1.589,-0.043,-0.284,-1,-1,DROWSY
89.9,616.36,133.32,2.812,-0.012,-0.043,0.018,-1.591,-0.042,-0.284,-1,-1,DROWSY
90,616.43,133.46,2.812,-0.048,-0.036,0.015,-1.591,-0.04,-0.283,-1,-1,DROWSY
90.1,616.5,133.6,2.812,-0.011,-0.016,0.02,-1.592,-0.041,-0.282,-1,-1,DROWSY
90.17,616.52,133.67,2.7417,-0.037,-0.001,0.017,-1.594,-0.042,-0.282,-1,-1,DROWSY
90.24,616.54,133.74,2.6714,0.033,0.016,0.004,-1.593,-0.043,-0.281,-1,-1,DROWSY
90.31,616.56,133.81,2.6011,-0.006,-0.019,0.011,-1.593,-0.041,-0.28,-1,-1,DROWSY
90.38,616.58,133.88,2.5308,-0.024,-0.009,-0.001,-1.592,-0.041,-0.28,-1,-1,DROWSY
90.45,616.6,133.95,2.4605,0.016,-0.012,0.025,-1.594,-0.04,-0.279,-1,-1,DROWSY
90.52,616.62,134.02,2.3902,-0.043,-0.012,0.007,-1.595,-0.038,-0.278,-1,-1,DROWSY
90.59,616.64,134.09,2.3199,-0.007,0.001,-0.002,-1.594,-0.034,-0.276,-1,-1,DROWSY
90.66,616.66,134.16,2.2496,-0.009,-0.001,-0.003,-1.596,-0.032,-0.275,-1,-1,DROWSY
90.73,616.68,134.23,2.1793,0.008,0.013,0.007,-1.599,-0.03,-0.274,-1,-1,DROWSY
90.8,616.7,134.3,2.109,0.011,0.013,-0.004,-1.599,-0.03,-0.273,-1,-1,DROWSY
90.9,616.69,134.33,2.0036,-0.021,0,-0.007,-1.6,-0.03,-0.272,-1,-1,DROWSY
91,616.68,134.36,1.8982,-0.014,-0.006,0.003,-1.6,-0.032,-0.271,-1,-1,DROWSY
91.1,616.67,134.39,1.7928,-0.02,-0.021,0.007,-1.602,-0.031,-0.269,-1,-1,DROWSY
91.2,616.66,134.42,1.6874,0.001,-0.022,0.008,-1.603,-0.029,-0.268,-1,-1,DROWSY
91.3,616.65,134.45,1.582,-0.004,-0.021,-0.006,-1.603,-0.027,-0.266,-1,-1,DROWSY
91.4,616.64,134.48,1.4766,-0.021,0.001,-0.004,-1.601,-0.026,-0.264,-1,-1,DROWSY
91.5,616.63,134.51,1.3712,-0.006,-0.03,-0.006,-1.6,-0.024,-0.262,-1,-1,DROWSY
91.6,616.62,134.54,1.2658,-0.025,-0.037,0.013,-1.602,-0.022,-0.261,-1,-1,DROWSY
91.7,616.61,134.57,1.1604,0.023,-0.022,0.01,-1.603,-0.021,-0.258,-1,-1,DROWSY
91.8,616.6,134.6,1.055,0.016,-0.042,-0.009,-1.602,-0.017,-0.256,-1,-1,DROWSY
91.89,616.64,134.57,0.9847,-0.022,-0.022,-0.007,-1.601,-0.013,-0.252,-1,-1,DROWSY
91.98,616.68,134.54,0.9144,-0.019,-0.034,0.008,-1.601,-0.01,-0.249,-1,-1,DROWSY
92.07,616.72,134.51,0.8441,-0.025,-0.068,0.006,-1.601,-0.008,-0.246,-1,-1,DROWSY
92.16,616.76,134.48,0.7738,-0.003,-0.045,0.041,-1.601,-0.009,-0.242,-1,-1,DROWSY
92.25,616.8,134.45,0.7035,-0.004,-0.049,0.011,-1.601,-0.007,-0.238,-1,-1,DROWSY
92.34,616.84,134.42,0.6332,0,-0.071,0.02,-1.603,-0.003,-0.234,-1,-1,DROWSY
92.43,616.88,134.39,0.5629,-0.006,-0.006,0.032,-1.604,0,-0.231,-1,-1,DROWSY
92.52,616.92,134.36,0.4926,0,0.018,0.008,-1.603,0,-0.229,-1,-1,DROWSY
92.61,616.96,134.33,0.4223,0.028,0.024,-0.013,-1.603,-0.002,-0.227,-1,-1,DROWSY
92.7,617,134.3,0.352,-0.044,0.035,0.008,-1.603,-0.005,-0.226,-1,-1,DROWSY
92.81,617.07,134.3,0.352,-0.017,0.034,0.009,-1.603,-0.008,-0.224,-1,-1,DROWSY
92.92,617.14,134.3,0.352,-0.014,0.049,0,-1.602,-0.012,-0.223,-1,-1,DROWSY
93.03,617.21,134.3,0.352,-0.037,0.022,0.015,-1.603,-0.013,-0.221,-1,-1,DROWSY
93.14,617.28,134.3,0.352,-0.021,0.001,0.019,-1.602,-0.012,-0.219,-1,-1,DROWSY
93.25,617.35,134.3,0.352,0.008,0.021,-0.004,-1.602,-0.011,-0.217,-1,-1,DROWSY
93.36,617.42,134.3,0.352,0.013,-0.003,0.009,-1.603,-0.013,-0.216,-1,-1,DROWSY
93.47,617.49,134.3,0.352,-0.008,0.007,0.008,-1.603,-0.014,-0.215,-1,-1,DROWSY
93.58,617.56,134.3,0.352,-0.022,0.054,-0.002,-1.605,-0.019,-0.214,-1,-1,DROWSY
93.69,617.63,134.3,0.352,-0.027,0.03,0.022,-1.605,-0.022,-0.214,-1,-1,DROWSY
93.8,617.7,134.3,0.352,0.015,0.021,0.005,-1.605,-0.022,-0.213,-1,-1,DROWSY
93.8,617.7,134.3,0.352,0.007,0.019,0.003,-1.604,-0.023,-0.212,-1,-1,DROWSY
93.8,617.7,134.3,0.352,0.001,0.002,0,-1.605,-0.024,-0.211,-1,-1,DROWSY
93.8,617.7,134.3,0.352,-0.018,0,-0.004,-1.605,-0.021,-0.209,-1,-1,DROWSY
93.8,617.7,134.3,0.352,-0.034,-0.003,0.012,-1.606,-0.02,-0.207,-1,-1,DROWSY
93.8,617.7,134.3,0.352,-0.027,-0.007,0.014,-1.606,-0.018,-0.205,-1,-1,DROWSY
93.8,617.7,134.3,0.352,0.01,-0.012,0.001,-1.606,-0.015,-0.203,-1,-1,DROWSY
93.8,617.7,134.3,0.352,0.003,-0.019,-0.002,-1.605,-0.015,-0.202,-1,-1,DROWSY
93.8,617.7,134.3,0.352,-0.014,0.01,0.007,-1.606,-0.017,-0.2,-1,-1,DROWSY
93.8,617.7,134.3,0.352,-0.057,0.014,0.008,-1.605,-0.018,-0.199,-1,-1,DROWSY
93.8,617.7,134.3,0.352,0,0.002,-0.002,-1.606,-0.019,-0.198,-1,-1,DROWSY
93.96,617.73,134.37,0.3871,0.007,0.018,-0.002,-1.605,-0.02,-0.196,-1,-1,DROWSY
94.12,617.76,134.44,0.4222,-0.005,0.001,-0.009,-1.604,-0.02,-0.195,-1,-1,DROWSY
94.28,617.79,134.51,0.4573,-0.004,0.011,0.003,-1.604,-0.019,-0.194,-1,-1,DROWSY
94.44,617.82,134.58,0.4924,-0.016,0,-0.002,-1.603,-0.019,-0.192,-1,-1,DROWSY
94.6,617.85,134.65,0.5275,-0.009,-0.012,-0.019,-1.603,-0.017,-0.19,-1,-1,DROWSY
